timestamp,asset_id,channel,value,rpm
2024-02-01T00:00:00,generator_01,current_a,1.5894922880809228,1780.0
2024-02-01T00:00:00.020000,generator_01,current_a,2.13607961294363,1780.1570731731183
2024-02-01T00:00:00.040000,generator_01,current_a,2.5943991711424452,1780.3141075907813
2024-02-01T00:00:00.060000,generator_01,current_a,2.930508879728418,1780.4710645070963
2024-02-01T00:00:00.080000,generator_01,current_a,2.6623178446879256,1780.6279051952931
2024-02-01T00:00:00.100000,generator_01,current_a,2.213967703965285,1780.7845909572784
2024-02-01T00:00:00.120000,generator_01,current_a,1.8671166848987955,1780.9410831331852
2024-02-01T00:00:00.140000,generator_01,current_a,1.6846725612778328,1781.0973431109105
2024-02-01T00:00:00.160000,generator_01,current_a,1.0676424389343349,1781.253332335643
2024-02-01T00:00:00.180000,generator_01,current_a,1.3540683274990093,1781.4090123193757
2024-02-01T00:00:00.200000,generator_01,current_a,1.3938329593442087,1781.5643446504023
2024-02-01T00:00:00.220000,generator_01,current_a,1.0056873956771415,1781.719291002794
2024-02-01T00:00:00.240000,generator_01,current_a,0.7960410784460372,1781.8738131458572
2024-02-01T00:00:00.260000,generator_01,current_a,0.6440996690191141,1782.027872953565
2024-02-01T00:00:00.280000,generator_01,current_a,0.47049006365414936,1782.1814324139655
2024-02-01T00:00:00.300000,generator_01,current_a,0.2577666645908532,1782.3344536385591
2024-02-01T00:00:00.320000,generator_01,current_a,0.9719466755184192,1782.4868988716485
2024-02-01T00:00:00.340000,generator_01,current_a,1.8309675651122754,1782.6387304996538
2024-02-01T00:00:00.360000,generator_01,current_a,2.1901674293586395,1782.7899110603923
2024-02-01T00:00:00.380000,generator_01,current_a,2.979811615616787,1782.940403252323
2024-02-01T00:00:00.400000,generator_01,current_a,2.7535035704892135,1783.0901699437495
2024-02-01T00:00:00.420000,generator_01,current_a,2.1587374334076053,1783.2391741819815
2024-02-01T00:00:00.440000,generator_01,current_a,2.2832428689298387,1783.3873792024528
2024-02-01T00:00:00.460000,generator_01,current_a,1.5204967802659066,1783.5347484377926
2024-02-01T00:00:00.480000,generator_01,current_a,1.357091980801647,1783.6812455268469
2024-02-01T00:00:00.500000,generator_01,current_a,1.5124135215733716,1783.826834323651
2024-02-01T00:00:00.520000,generator_01,current_a,1.5664853431202266,1783.9714789063478
2024-02-01T00:00:00.540000,generator_01,current_a,1.5371014012579807,1784.115143586051
2024-02-01T00:00:00.560000,generator_01,current_a,1.1249081736511752,1784.2577929156507
2024-02-01T00:00:00.580000,generator_01,current_a,0.31076997892513847,1784.3993916985592
2024-02-01T00:00:00.600000,generator_01,current_a,0.1634712342722826,1784.5399049973955
2024-02-01T00:00:00.620000,generator_01,current_a,-0.037249517981340574,1784.6792981426058
2024-02-01T00:00:00.640000,generator_01,current_a,0.44147742826355973,1784.8175367410172
2024-02-01T00:00:00.660000,generator_01,current_a,0.9084052905173297,1784.954586684324
2024-02-01T00:00:00.680000,generator_01,current_a,1.9645516658116664,1785.0904141575038
2024-02-01T00:00:00.700000,generator_01,current_a,2.751180388222837,1785.2249856471594
2024-02-01T00:00:00.720000,generator_01,current_a,2.1980973218821793,1785.35826794979
2024-02-01T00:00:00.740000,generator_01,current_a,2.5369669999092896,1785.4902281799814
2024-02-01T00:00:00.760000,generator_01,current_a,2.43770989399391,1785.6208337785213
2024-02-01T00:00:00.780000,generator_01,current_a,1.9784540855657247,1785.7500525204327
2024-02-01T00:00:00.800000,generator_01,current_a,1.711418381625285,1785.8778525229247
2024-02-01T00:00:00.820000,generator_01,current_a,1.711318973611638,1786.0042022532589
2024-02-01T00:00:00.840000,generator_01,current_a,1.634491701693158,1786.1290705365298
2024-02-01T00:00:00.860000,generator_01,current_a,1.6183414662023634,1786.252426563357
2024-02-01T00:00:00.880000,generator_01,current_a,1.3743102311233015,1786.3742398974869
2024-02-01T00:00:00.900000,generator_01,current_a,0.617406332956989,1786.494480483302
2024-02-01T00:00:00.920000,generator_01,current_a,0.11917898397768778,1786.6131186532366
2024-02-01T00:00:00.940000,generator_01,current_a,0.40462074905024337,1786.7301251350978
2024-02-01T00:00:00.960000,generator_01,current_a,0.5729013388815742,1786.8454710592869
2024-02-01T00:00:00.980000,generator_01,current_a,0.7871723426847603,1786.9591279659232
2024-02-01T00:00:01,generator_01,current_a,0.016243341050234446,1787.0710678118655
2024-02-01T00:00:01.020000,generator_01,current_a,0.7428896552212751,1787.1812629776318
2024-02-01T00:00:01.040000,generator_01,current_a,1.1895801564530006,1787.289686274214
2024-02-01T00:00:01.060000,generator_01,current_a,1.3473666856468132,1787.396310949786
2024-02-01T00:00:01.080000,generator_01,current_a,1.027616116922806,1787.5011106963045
2024-02-01T00:00:01.100000,generator_01,current_a,0.6364270823542548,1787.6040596560003
2024-02-01T00:00:01.120000,generator_01,current_a,0.33145384506512704,1787.705132427758
2024-02-01T00:00:01.140000,generator_01,current_a,0.060929658428073345,1787.8043040733833
2024-02-01T00:00:01.160000,generator_01,current_a,-0.04303491407409509,1787.9015501237568
2024-02-01T00:00:01.180000,generator_01,current_a,0.03950971316066364,1787.9968465848708
2024-02-01T00:00:01.200000,generator_01,current_a,-0.03898211542975864,1788.0901699437495
2024-02-01T00:00:01.220000,generator_01,current_a,-0.4141557035267897,1788.1814971742501
2024-02-01T00:00:01.240000,generator_01,current_a,-0.8672246337443726,1788.2708057427456
2024-02-01T00:00:01.260000,generator_01,current_a,-1.1730869371556805,1788.3580736136828
2024-02-01T00:00:01.280000,generator_01,current_a,-1.304192391917037,1788.4432792550201
2024-02-01T00:00:01.300000,generator_01,current_a,-1.0782134929217342,1788.526401643541
2024-02-01T00:00:01.320000,generator_01,current_a,-0.41932820903683987,1788.6074202700395
2024-02-01T00:00:01.340000,generator_01,current_a,0.19833135345093164,1788.686315144382
2024-02-01T00:00:01.360000,generator_01,current_a,0.9669469690946335,1788.7630668004385
2024-02-01T00:00:01.380000,generator_01,current_a,1.1982407691864498,1788.837656300887
2024-02-01T00:00:01.400000,generator_01,current_a,1.2055971690822542,1788.9100652418838
2024-02-01T00:00:01.420000,generator_01,current_a,0.9669361755910314,1788.9802757576063
2024-02-01T00:00:01.440000,generator_01,current_a,0.5760049463555971,1789.0482705246602
2024-02-01T00:00:01.460000,generator_01,current_a,0.2284838592272325,1789.1140327663545
2024-02-01T00:00:01.480000,generator_01,current_a,0.04311223702993568,1789.1775462568398
2024-02-01T00:00:01.500000,generator_01,current_a,0.007117816897637791,1789.238795325113
2024-02-01T00:00:01.520000,generator_01,current_a,-0.018226910197490776,1789.2977648588826
2024-02-01T00:00:01.540000,generator_01,current_a,-0.1567697281728472,1789.3544403082988
2024-02-01T00:00:01.560000,generator_01,current_a,-0.5283803039659352,1789.4088076895423
2024-02-01T00:00:01.580000,generator_01,current_a,-0.9214883118037481,1789.4608535882755
2024-02-01T00:00:01.600000,generator_01,current_a,-1.2163128157597407,1789.5105651629515
2024-02-01T00:00:01.620000,generator_01,current_a,-1.261614894316448,1789.5579301479834
2024-02-01T00:00:01.640000,generator_01,current_a,-0.8657185174258291,1789.6029368567695
2024-02-01T00:00:01.660000,generator_01,current_a,-0.2213842706897224,1789.645574184578
2024-02-01T00:00:01.680000,generator_01,current_a,0.5900983340339603,1789.6858316112864
2024-02-01T00:00:01.700000,generator_01,current_a,1.0795606422786808,1789.7236992039768
2024-02-01T00:00:01.720000,generator_01,current_a,1.2753618041378623,1789.7591676193874
2024-02-01T00:00:01.740000,generator_01,current_a,1.1477219662753857,1789.7922281062176
2024-02-01T00:00:01.760000,generator_01,current_a,0.7975696944980701,1789.8228725072868
2024-02-01T00:00:01.780000,generator_01,current_a,0.43810362949024706,1789.8510932615477
