timestamp,asset_id,channel,value
2024-03-01T00:00:00,gearbox_01,microphone,-0.11004453954812053
2024-03-01T00:00:00.005000,gearbox_01,microphone,0.2632049799814213
2024-03-01T00:00:00.010000,gearbox_01,microphone,0.43351001000368683
2024-03-01T00:00:00.015000,gearbox_01,microphone,0.6721064944380151
2024-03-01T00:00:00.020000,gearbox_01,microphone,0.693981258298503
2024-03-01T00:00:00.025000,gearbox_01,microphone,0.657199896860088
2024-03-01T00:00:00.030000,gearbox_01,microphone,0.6794668493554179
2024-03-01T00:00:00.035000,gearbox_01,microphone,1.1721808000618057
2024-03-01T00:00:00.040000,gearbox_01,microphone,0.5397036578268835
2024-03-01T00:00:00.045000,gearbox_01,microphone,0.8786361387177444
2024-03-01T00:00:00.050000,gearbox_01,microphone,0.7422360559080391
2024-03-01T00:00:00.055000,gearbox_01,microphone,0.8903998929248137
2024-03-01T00:00:00.060000,gearbox_01,microphone,0.6646333995806201
2024-03-01T00:00:00.065000,gearbox_01,microphone,0.5461670185773542
2024-03-01T00:00:00.070000,gearbox_01,microphone,0.6397729607854175
2024-03-01T00:00:00.075000,gearbox_01,microphone,0.19721487411431296
2024-03-01T00:00:00.080000,gearbox_01,microphone,-0.1057492176817941
2024-03-01T00:00:00.085000,gearbox_01,microphone,0.133041169177747
2024-03-01T00:00:00.090000,gearbox_01,microphone,-0.07929832220215702
2024-03-01T00:00:00.095000,gearbox_01,microphone,-0.18547738787973683
2024-03-01T00:00:00.100000,gearbox_01,microphone,-0.48088272502543733
2024-03-01T00:00:00.105000,gearbox_01,microphone,-0.8761711324439123
2024-03-01T00:00:00.110000,gearbox_01,microphone,-0.6125529234711133
2024-03-01T00:00:00.115000,gearbox_01,microphone,-1.0101750449933757
2024-03-01T00:00:00.120000,gearbox_01,microphone,-0.947817832948476
2024-03-01T00:00:00.125000,gearbox_01,microphone,-1.2223897546105738
2024-03-01T00:00:00.130000,gearbox_01,microphone,-1.1120052899588921
2024-03-01T00:00:00.135000,gearbox_01,microphone,-0.8387584793856245
2024-03-01T00:00:00.140000,gearbox_01,microphone,-0.7094685092295689
2024-03-01T00:00:00.145000,gearbox_01,microphone,-0.7225070824491837
2024-03-01T00:00:00.150000,gearbox_01,microphone,-0.34105337951256537
2024-03-01T00:00:00.155000,gearbox_01,microphone,-0.44197176026770063
2024-03-01T00:00:00.160000,gearbox_01,microphone,-0.6659824625696089
2024-03-01T00:00:00.165000,gearbox_01,microphone,0.03853943432701251
2024-03-01T00:00:00.170000,gearbox_01,microphone,-0.30694081096323034
2024-03-01T00:00:00.175000,gearbox_01,microphone,-0.0285094779811077
2024-03-01T00:00:00.180000,gearbox_01,microphone,0.394538986071436
2024-03-01T00:00:00.185000,gearbox_01,microphone,0.7462507835278166
2024-03-01T00:00:00.190000,gearbox_01,microphone,0.8745669063512407
2024-03-01T00:00:00.195000,gearbox_01,microphone,0.819751637145452
2024-03-01T00:00:00.200000,gearbox_01,microphone,1.020975287824671
2024-03-01T00:00:00.205000,gearbox_01,microphone,0.7323006558346199
2024-03-01T00:00:00.210000,gearbox_01,microphone,1.4753219752491717
2024-03-01T00:00:00.215000,gearbox_01,microphone,0.9170669994323863
2024-03-01T00:00:00.220000,gearbox_01,microphone,0.8754619697172823
2024-03-01T00:00:00.225000,gearbox_01,microphone,0.7625518885195977
2024-03-01T00:00:00.230000,gearbox_01,microphone,0.9087381433473578
2024-03-01T00:00:00.235000,gearbox_01,microphone,0.5688900046916486
2024-03-01T00:00:00.240000,gearbox_01,microphone,0.4030061282574672
2024-03-01T00:00:00.245000,gearbox_01,microphone,0.11285111486280655
2024-03-01T00:00:00.250000,gearbox_01,microphone,-0.0756828831426555
2024-03-01T00:00:00.255000,gearbox_01,microphone,-0.14907033292391572
2024-03-01T00:00:00.260000,gearbox_01,microphone,-0.37595048891901295
2024-03-01T00:00:00.265000,gearbox_01,microphone,-0.5159904638903211
2024-03-01T00:00:00.270000,gearbox_01,microphone,-0.8014429939343036
2024-03-01T00:00:00.275000,gearbox_01,microphone,-0.5954241149287923
2024-03-01T00:00:00.280000,gearbox_01,microphone,-0.7977711641494122
2024-03-01T00:00:00.285000,gearbox_01,microphone,-0.6334157352584362
2024-03-01T00:00:00.290000,gearbox_01,microphone,-0.8684419023503527
2024-03-01T00:00:00.295000,gearbox_01,microphone,-0.9450931492120853
2024-03-01T00:00:00.300000,gearbox_01,microphone,-0.9607402452340783
2024-03-01T00:00:00.305000,gearbox_01,microphone,-0.6730421300513032
2024-03-01T00:00:00.310000,gearbox_01,microphone,-0.7543334915077267
2024-03-01T00:00:00.315000,gearbox_01,microphone,-0.8236254094701592
2024-03-01T00:00:00.320000,gearbox_01,microphone,-0.6348603153268079
2024-03-01T00:00:00.325000,gearbox_01,microphone,-0.7342779004894908
2024-03-01T00:00:00.330000,gearbox_01,microphone,0.1464138781470136
2024-03-01T00:00:00.335000,gearbox_01,microphone,0.3555703831877906
2024-03-01T00:00:00.340000,gearbox_01,microphone,-0.020060273174294124
2024-03-01T00:00:00.345000,gearbox_01,microphone,0.23137604136658396
2024-03-01T00:00:00.350000,gearbox_01,microphone,0.4283131774210398
