timestamp,label
2023-01-01 00:00:00.000,0
2023-01-01 00:00:00.010,0
2023-01-01 00:00:00.020,0
2023-01-01 00:00:00.030,0
2023-01-01 00:00:00.040,0
2023-01-01 00:00:00.050,0
2023-01-01 00:00:00.060,0
2023-01-01 00:00:00.070,0
2023-01-01 00:00:00.080,0
2023-01-01 00:00:00.090,0
2023-01-01 00:00:00.100,0
2023-01-01 00:00:00.110,0
2023-01-01 00:00:00.120,0
2023-01-01 00:00:00.130,0
2023-01-01 00:00:00.140,0
2023-01-01 00:00:00.150,0
2023-01-01 00:00:00.160,0
2023-01-01 00:00:00.170,0
2023-01-01 00:00:00.180,0
2023-01-01 00:00:00.190,0
2023-01-01 00:00:00.200,0
2023-01-01 00:00:00.210,0
2023-01-01 00:00:00.220,0
2023-01-01 00:00:00.230,0
2023-01-01 00:00:00.240,0
2023-01-01 00:00:00.250,0
2023-01-01 00:00:00.260,0
2023-01-01 00:00:00.270,0
2023-01-01 00:00:00.280,0
2023-01-01 00:00:00.290,0
2023-01-01 00:00:00.300,0
2023-01-01 00:00:00.310,0
2023-01-01 00:00:00.320,0
2023-01-01 00:00:00.330,0
2023-01-01 00:00:00.340,0
2023-01-01 00:00:00.350,0
2023-01-01 00:00:00.360,0
2023-01-01 00:00:00.370,0
2023-01-01 00:00:00.380,0
2023-01-01 00:00:00.390,0
2023-01-01 00:00:00.400,0
2023-01-01 00:00:00.410,0
2023-01-01 00:00:00.420,0
2023-01-01 00:00:00.430,0
2023-01-01 00:00:00.440,0
2023-01-01 00:00:00.450,0
2023-01-01 00:00:00.460,0
2023-01-01 00:00:00.470,0
2023-01-01 00:00:00.480,0
2023-01-01 00:00:00.490,0
2023-01-01 00:00:00.500,0
2023-01-01 00:00:00.510,0
2023-01-01 00:00:00.520,0
2023-01-01 00:00:00.530,0
2023-01-01 00:00:00.540,0
2023-01-01 00:00:00.550,0
2023-01-01 00:00:00.560,0
2023-01-01 00:00:00.570,0
2023-01-01 00:00:00.580,0
2023-01-01 00:00:00.590,0
2023-01-01 00:00:00.600,0
2023-01-01 00:00:00.610,0
2023-01-01 00:00:00.620,0
2023-01-01 00:00:00.630,0
2023-01-01 00:00:00.640,0
2023-01-01 00:00:00.650,0
2023-01-01 00:00:00.660,0
2023-01-01 00:00:00.670,0
2023-01-01 00:00:00.680,0
2023-01-01 00:00:00.690,0
2023-01-01 00:00:00.700,0
2023-01-01 00:00:00.710,0
2023-01-01 00:00:00.720,0
2023-01-01 00:00:00.730,0
2023-01-01 00:00:00.740,0
2023-01-01 00:00:00.750,0
2023-01-01 00:00:00.760,0
2023-01-01 00:00:00.770,0
2023-01-01 00:00:00.780,0
2023-01-01 00:00:00.790,0
2023-01-01 00:00:00.800,0
2023-01-01 00:00:00.810,0
2023-01-01 00:00:00.820,0
2023-01-01 00:00:00.830,0
2023-01-01 00:00:00.840,0
2023-01-01 00:00:00.850,0
2023-01-01 00:00:00.860,0
2023-01-01 00:00:00.870,0
2023-01-01 00:00:00.880,0
2023-01-01 00:00:00.890,0
2023-01-01 00:00:00.900,0
2023-01-01 00:00:00.910,0
2023-01-01 00:00:00.920,0
2023-01-01 00:00:00.930,0
2023-01-01 00:00:00.940,0
2023-01-01 00:00:00.950,0
2023-01-01 00:00:00.960,0
2023-01-01 00:00:00.970,0
2023-01-01 00:00:00.980,0
2023-01-01 00:00:00.990,0
2023-01-01 00:00:01.000,0
2023-01-01 00:00:01.010,0
2023-01-01 00:00:01.020,0
2023-01-01 00:00:01.030,0
2023-01-01 00:00:01.040,0
2023-01-01 00:00:01.050,0
2023-01-01 00:00:01.060,0
2023-01-01 00:00:01.070,0
2023-01-01 00:00:01.080,0
2023-01-01 00:00:01.090,0
2023-01-01 00:00:01.100,0
2023-01-01 00:00:01.110,0
2023-01-01 00:00:01.120,0
2023-01-01 00:00:01.130,0
2023-01-01 00:00:01.140,0
2023-01-01 00:00:01.150,0
2023-01-01 00:00:01.160,0
2023-01-01 00:00:01.170,0
2023-01-01 00:00:01.180,0
2023-01-01 00:00:01.190,0
2023-01-01 00:00:01.200,0
